text,to,decision,From,year
127.62. Intensify its policies and programs undertaken to ensure the protection of women and children (Algeria);,srilanka,support,Algeria,2012
"127.63. Ensure womenÍs participation in the post-conflict, reconstruction and peace building process (Finland);",srilanka,support,Finland,2012
127.64. Adopt appropriate and concrete measures to prevent the disadvantageous and unequal status of women and girls (Rwanda);,srilanka,support,Rwanda,2012
127.65. Encourage womenÍs participation in the public life of the country (South Sudan);,srilanka,support,South Sudan,2012
"127.66. Adopt necessary measures to ensure that gender equality is a legal and practical reality, combating particularly gender violence (Spain);",srilanka,support,Spain,2012
"127.67. Increase its endeavors in promotion of equity in economic development, poverty eradication, eliminating regional disparities, and guaranteeing equality of opportunity for all Sri Lanka citizens (Iran (Islamic Republic of));",srilanka,support,Iran,2012
127.68. Criminalize all forms of violence against women and hold the perpetrators of such violence accountable (South Africa);,srilanka,support,South Africa,2012
127.69. Carry on its measures in the implementation of the act on Prevention of Domestic Violence as a means to improve and protect the rights of women (Iran (Islamic Republic of));,srilanka,support,Iran,2012
"127.70. Increase its efforts on strengthening protection of childrenÍs rights in such areas as child labor, domestic violence, trafficking and sexual exploitation (Iran (Islamic Republic of));",srilanka,support,Iran,2012
"127.71.  Formulate a comprehensive national strategy for the protection of the rights of children, with a view to ensuring compliance with the Convention on the Rights of the Child, following the review of national laws (South Africa);",srilanka,support,South Africa,2012
"127.72. Take measures to guarantee full protection of childrenÍs human rights by rehabilitating the ex-combatants and eliminating and reducing, among others, child trafficking, child sexual abuse and violence against children (Holy See);",srilanka,support,Holy See,2012
"127.73. Work on the elimination of the causes of minorÍs recruitment by armed groups and guarantee full rehabilitation, social reintegration and school reintegration of those children who participated or were affected by the conflict, including those who had to be  accommodated in internal displaced camps and to take into account the linguistic, cultural, and religious diversity in Sri Lanka (Uruguay);",srilanka,support,Uruguay,2012
"127.74. Consider incorporating the UN Standard Minimum Rules for the Treatment of Prisoners and the UN Rules for the Treatment of Women Prisoners and Non-Custodial Measures for Women Offenders, otherwise known as the Bangkok Rules as part of its work on the treatment of prisoners (Thailand);",srilanka,support,Thailand,2012
127.75. Strengthen efforts to investigate allegations of serious violations of international humanitarian law and the international human rights during the conflict and to hold those responsible to account (Ukraine);,srilanka,support,Ukraine,2012
127.76. Fully and transparently investigate alleged grave breaches of international humanitarian law during the conflict (United Kingdom of Great Britain and Northern Ireland);,srilanka,support,United Kingdom,2012
127.77. Pursue its efforts to fight against impunity for serious human rights violations committed during the internal armed conflict (Argentina);,srilanka,support,Argentina,2012
127.78. Take the necessary measures to bring into justice and prosecute perpetrators of violations of the international human rights law and humanitarian Law (Chile);,srilanka,support,Chile,2012
127.79. Take the necessary steps to ensure that all detainees are afforded a fair trial within a reasonable period (Ireland);,srilanka,support,Ireland,2012
127.80. Continue human rights education for police and security forces to ensure better protection and maintenance of human rights standards (Democratic PeopleÍs Republic of Korea );,srilanka,support,North Korea,2012
"127.81. Design training programs on human rights for police and security forces, to guarantee better protection of human rights standards (Oman);",srilanka,support,Oman,2012
"127.82. Continue to carry out the policy aimed at improving the judicial system, reforming law enforcement bodies and decreasing the level of crime and corruption (Russian Federation);",srilanka,support,Russia,2012
127.83. Work on building the capacity of law enforcement officials in the area of human rights and provide them with the necessary education to guarantee the best standards in this regard (Sudan);,srilanka,support,Sudan,2012
127.84. Continue its efforts in enhancing the rule of law to ensure long-term stability and sustainable development (Singapore);,srilanka,support,Singapore,2012
127.85. Carry out an independent and credible investigation on the allegations of violations of human rights and international humanitarian law (Switzerland);,srilanka,support,Switzerland,2012
127.86. Continue human rights education for police and security forces aiming at better protection and preservation of human rights principles (Syrian Arab Republic);,srilanka,support,Syria,2012
127.87. Strengthen its efforts to integrate human rights and peace education in the school curricula (Djibouti);,srilanka,support,Djibouti,2012
127.88. Redress housing shortage by adopting a national strategy and a plan of action (Djibouti);,srilanka,support,Djibouti,2012
"127.89. Continue to improve accessibility to education, especially in the post-conflict and underdeveloped areas (Singapore);",srilanka,support,Singapore,2012
127.90. Continue its efforts to promote access by persons with disabilities to the labor market by strengthening the system of job reserve for persons with disabilities (Djibouti);,srilanka,support,Djibouti,2012
127.91. Develop a comprehensive policy with regard to all aspects of internal displacement (Azerbaijan);,srilanka,support,Azerbaijan,2012
